Well,Platform,Sand Risk,"WHFP
(bars)",Date of last survey,Last sand level,Marker,Sand control,"ClampOn
Survey
Frequency",Delay survey (days),Next Survey Date,Velocity,SandProbe installation date,Choke Type,T-shape Installation,"EMS
(Erosion Monitoring system)",Gas Detector,"Change
choke
request",WELL STATUS,"Top Perfo Depth
(mSS)",Current Qgas (MMscfd),"DP Ratio (WHFP/ Flow Line Pressure), Barg",Max. Del. Pot. (MMscfd)
TN-L18,GTSL,Low,24,12-Apr-23,Sand Free,SU1,NO,8 weeks,0,7-Jun-23,0,,CAM,YES,, ,SI,"Plug AC_well plugged, X'Mastree replace with mini Tree, Last visit 12/06/2023 (Checked by WIN) (flowline fully water after flushing from Well to GTS Supported by Alfath)",2409,0,,0.2
TN-L19,GTSL,Low,125,15-Nov-23,Sand Free,SU3,NO,8 weeks,0,10-Jan-24,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/04/2024",2961,0,,0
TN-L21,GTSL,Low,140,,,SU3,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, DHSV UNAVAILABLE, BRIDGE PLUG INSTALLED, FULLY SHUT IN WELL , Last visit 12/30/2023, Manual Wing Valve stuck open",3011,0,,0
TN-L26,GTSL,Low,2.4,,,SU4,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"SIBU_Due to no flow ( well plugged ), FULLY SHUT IN WELL,WELL FLOW LINE DISCONNECTED PERMANENTLY. Missing barton and nuflo, ESD interconnection was cut off by MNT/IS,  Last visit 12/21/2023",3600,0,,0
TN-L31,GTSL,Low,9,25-Jan-23,Sand Free,SU4,NO,8 weeks,0,22-Mar-23,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/15/2023",3477,0,,0
TN-L4,GTSL,Low,8,,,SU4,NO,8 weeks,0,Not yet survey,0,,FMC,YES,, ,SI,"Plug well_due to cavity leaking problem. Last visit 12/30/2023 (Please perform leak test prior to re-POP). FULLY SHUT IN, ESDV incoming stuck close",3545,0,,0
TN-L400,GTSL,Low,85,5-Dec-23,Sand Free,SU4,NO,8 weeks,0,30-Jan-24,0,19-Dec-17,,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/03/2024",2844,0,,
TN-L42,GTSL,Low,58.5,2-Dec-19,Sand Free,SU3,NO,8 weeks,0,27-Jan-20,0,,CAM,YES,, ,SI,"Keep S/I well, Missing Barton and Nuflo, ESD Interconnection was cut off by MNT/IS, ( skoflo under repair ), Last visit 12/27/2023",3139,0,,0
TN-L44,GTSL,Low,0,4-Feb-22,Sand Free,SU4,NO,8 weeks,0,1-Apr-22,0,,CAM,YES,, ,SI,"Plug AC_Unplugging Uncomplete due to DHSV Problem, Last visit 12/27/2023",3555,0,,0
TN-L45,GTSL,Low,62,7-Jan-22,Sand Free,SU4,NO,8 weeks,0,4-Mar-22,0,30-Sep-13,CAGE,YES,, ,SI,"Keep S/I Well, Missing Barton and Nuflo, ESD Interconnection was cut off by MNT/IS, Last visit 12/27/2023",3494,0,,0
TN-L46,GTSL,Low,0,30-May-21,Sand Free,SU3,GP,8 weeks,0,25-Jul-21,0,10-Jan-14,CAM,YES,, ,SI,"SIBU_Due to no flow (Flowline used TN-L179), Last visit 12/27/2023",3162,0,,0
TN-L5,GTSL,Low,0.13,,,SU3,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"SIBU_Due to no flow (Beware due to WHSIP bellow PSLL F/L), FULLY SHUT IN WELL, Last visit 12/30/2023",3024,0,,0
TN-L56,GTSL,Low,40,16-Mar-19,Sand Free,SU2,NO,8 weeks,0,11-May-19,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024 (MANUAL WING HARD TO OPERATE & VENT HOLE CHAMBER ESDV FLOWLINE LEAKING),  (Depressurize flowline before RMI)",2637,0,,0
TN-L6,GTSL,Low,9.5,29-Aug-23,Sand Free,SU2,NO,8 weeks,0,24-Oct-23,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024",2797,0,,0
TN-L70,GTSL,Low,9.5,2-Oct-23,Sand Free,Shallow,GP,8 weeks,0,27-Nov-23,0,26-Jun-10,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024",629,0,,8.1
TN-L77,GTSL,Low,43.4,1-Jun-17,,Shallow,GP,8 weeks,0,27-Jul-17,0,10-Nov-15,VONK,YES,, ,SI,"SIBU_Due to no flow, Flowline and instrumentation dismantled, (no internal), Last visit 01/01/2024",532,0,,2.8
TN-L81,GTSL,Low,9.6,19-Jan-22,Sand Free,Shallow,GP,8 weeks,0,2-Feb-22,,12-Mar-17,,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/16/2023 (Chemical package Uncomplete) replace internal to 18 Ndv",553,0,,
TN-L9,GTSL,Low,17.5,14-Nov-23,Sand Free,SU2,NO,8 weeks,0,9-Jan-24,0,9-Mar-17,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/04/2024",2753,0,,0
TN-Lx17,GTSLx,Low,9,15-Oct-21,Sand Free,SU2,NO,8 weeks,0,10-Dec-21,0,,CAM,YES,, ,SI,"Preserve_preservation, Last visit 12/27/2023. (Removed Manual Wing Valve and PSV by CST)",2796,0,,0.2
TN-Lx20,GTSLx,Low,132.5,15-Oct-21,Sand Free,SU4,NO,8 weeks,0,10-Dec-21,0,,CAM,YES,, ,SI,"Preserve_preservation, Last visit 12/27/2023. (Removed Manual Wing Valve and PSV by CST)",3550,0,,0
TN-Lx22,GTSLx,Low,9,4-Feb-22,Sand Free,SU2,NO,8 weeks,0,1-Apr-22,0,,CAM,YES,, ,SI,"Preserve_preservation, Last visit 12/27/2023. (Removed Manual Wing Valve and PSV by CST)",2858,0,,0.5
TN-Lx23,GTSLx,Low,11,23-Jan-19,Sand Free,SU3,NO,8 weeks,0,20-Mar-19,0,,CAM,YES,, ,SI,"Preserve_preservation (AUTO SIBU), Last visit 12/27/2023  (Removed Manual Wing Valve and PSV by CST)",3057,0,,0.2
TN-Lx25,GTSLx,Low,0,,,SU2,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"Cemented well (ESDV flowline removed, Xmas tree has been replaced to MINI TREE), FULLY SHUT IN WELL, Last visit 12/27/2023",2636,0,,0
TN-Lx29,GTSLx,Low,0,,,SU2,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"Cemented well (ESDV flowline removed, Xmas tree has been replaced to MINI TREE), FULLY SHUT IN WELL, Last visit 12/27/2023",2586,0,,0
TN-Lx30,GTSLx,Low,13.9,10-Jan-20,Sand Free,SU3,NO,8 weeks,0,6-Mar-20,0,,CAM,YES,, ,SI,"Preserve_preservation, Last visit 12/27/2023. (Removed Manual Wing Valve and PSV by CST)",2935,0,,0
TN-Lx33,GTSLx,Low,68,26-Sep-23,Sand Free,SU3,NO,8 weeks,0,21-Nov-23,0,23-May-14,CAGE,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/18/2023",3035,0,,0.2
TN-Lx38,GTSLx,Low,86,16-Oct-21,Sand Free,SU4,NO,8 weeks,0,11-Dec-21,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024 (Chemical package uncomplete), (No IG and ESDV Flow Line Closed)",3540,0,,0
TN-Lx41,GTSLx,Low,85,18-Jul-21,Sand Free,SU3,NO,8 weeks,0,12-Sep-21,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024 (DBC chemical passing), (No IG and ESDV Flow Line Closed)",3158,0,,0
TN-Lx469,GTSLx,Low,9.5,21-Nov-23,Sand Free,SU4,NO,8 weeks,0,16-Jan-24,,27-May-19,,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/22/2023 (1"" IG supply of TN-Lx48/49/33/100/80/469 has been isolated at GTS and remote area due to corroded line. IG supply use 1/2"" tubing from TN-Lx25/Lx29)",2928,0,,
TN-Lx49,GTSLx,Low,0,,,SU4,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/18/2023 (WHSIP 0 B after check by WIN). DHSV can't holding",3391,0,,0
TN-Lx50,GTSLx,Low,18,13-Dec-20,Sand Free,SU2,NO,8 weeks,0,7-Feb-21,0,3-Jan-11,CAM,YES,, ,SI,"Preserve_preservation, Last visit 12/27/2023. (Removed Manual Wing Valve and PSV by CST)",2684,0,,0
TN-M10-ST1,GTSM,Low,70,1-Aug-23,Sand Free,SU4,NO,8 weeks,0,26-Sep-23,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/04/2024",3385,0,,0
TN-M12,GTSM,Low,13,,,SU4,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024",3257,0,,0.1
TN-M126,GTSM,Low,40,7-Jul-23,Sand Free,SU3,NO,8 weeks,0,1-Sep-23,0,22-Oct-12,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/03/2024 (AUTO SIBU)",2472,0,,2.5
TN-M13,GTSM,Low,12,20-Feb-20,Sand Free,SU4,NO,8 weeks,0,16-Apr-20,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024",3542,0,,0
TN-M17.T1,GTSM,Low,49,13-Jan-23,Sand Free,SU4,NO,8 weeks,0,10-Mar-23,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024Velocity string well) (WELL KEEP CLOSED DUE TO SURFACTAN BATCHING PROGRAM)",3322,0,,2
TN-M1-ST1,GTSM,Low,48,20-Jun-19,Sand Free,SU4,NO,8 weeks,0,15-Aug-19,0,,FMC,YES,, ,SI,"SIBU_Due to no flow. (FULLY SHUT IN), Last visit 01/01/2024(Installation I/G big jo compelete)",3470,0,,0.2
TN-M2,GTSM,Low,129,,,SU4,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, WELL F/L DISCONNECTED PERMANENTLY. Last visit 01/01/2024",2944,0,,0
TN-M22,GTSM,Low,0,19-Mar-21,Sand Free,SU3,NO,8 weeks,0,14-May-21,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, bleed off annulus C from 160 psi to 80 psi. Last visit 01/01/2024(No DHSV, DHSV Replace with Plug)",2828,0,,0.2
TN-M23,GTSM,Low,119,23-Dec-22,Sand Free,SU4,NO,8 weeks,0,17-Feb-23,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024 (Velocity string Well) (WELL KEEP CLOSED DUE TO SURFACTAN BATCHING PROGRAM)",3328,0,,0.4
TN-M39,GTSM,Low,14,6-Jun-23,SandFree,SU3,NO,8 weeks,0,1-Aug-23,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024",2936,0,,0.2
TN-M4,GTSM,Low,124,27-Mar-20,Sand Free,SU3,NO,8 weeks,0,22-May-20,0,,FMC,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/04/2024 (DHSV Replace new, well Plugging ) (ESDV Incoming closed)",2983,0,,0.3
TN-M41.T2,GTSM,Low,40,1-Aug-23,Sand Free,SU3,NO,8 weeks,0,26-Sep-23,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/02/2024 (AUTO SIBU)",2857,0,,0.4
TN-M423,GTSM,Low,85,7-Jul-23,Sand Free,,NO,8 weeks,0,1-Sep-23,,,,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/03/2024",3278,0,,
TN-M54,GTSM,Low,10,6-May-22,Sand Free,SU4,NO,8 weeks,0,1-Jul-22,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/02/2024",3516,0,,0
TN-M62,GTSM,Low,65,3-Dec-23,Sand Free,SU4,NO,8 weeks,0,28-Jan-24,0,16-May-16,VONK,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/03/2024 ; IG line taken from TN-M14/24/130",2564,0,,
TN-M9,GTSM,Low,135,4-Feb-18,,SU2,NO,8 weeks,0,1-Apr-18,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, flowline was dismantled for TN-M424, (FULLY SHUT IN), Last visit 12/29/2023",2576,0,,0
TN-Mx118,GTSMx,Low,36.2,30-Sep-18,,SU2,NO,8 weeks,0,25-Nov-18,0,,CAM,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",2536,0,,0
TN-Mx132,GTSMx,Low,135,5-Apr-20,Sand Free,SU2,NO,8 weeks,0,31-May-20,0,1-Apr-12,CAGE,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",2488,0,,0.9
TN-Mx135,GTSMx,Low,100,16-Jul-21,Sand Free,SU3,NO,8 weeks,0,10-Sep-21,0,29-Sep-14,,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",2909,0,,0
TN-Mx28,GTSMx,Low,108,19-Mar-21,Sand Free,SU3,NO,8 weeks,0,14-May-21,0,23-Oct-12,CAM,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",2554,0,,5.8
TN-Mx29,GTSMx,Low,54,12-Jul-20,Sand Free,SU4,NO,8 weeks,0,6-Sep-20,0,,CAM,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",3400,0,,1.8
TN-Mx34,GTSMx,Low,8.7,10-Sep-21,Sand Free,SU4,NO,8 weeks,0,5-Nov-21,0,29-Sep-14,,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",3314,0,,0.5
TN-Mx35,GTSMx,Low,60,12-Oct-21,Sand Free,SU2,NO,8 weeks,0,7-Dec-21,0,23-Oct-12,CAM,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",2583,0,,1.5
TN-Mx36,GTSMx,Low,0,18-May-21,Sand Free,SU1,NO,8 weeks,0,13-Jul-21,0,,CAM,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",2087,0,,1.2
TN-Mx43,GTSMx,Low,50.2,26-Jan-21,Sand Free,SU1,NO,8 weeks,0,23-Mar-21,0,21-Dec-12,CAM,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",2452,0,,0
TN-Mx52,GTSMx,Low,57.7,29-Jan-21,Sand Free,SU1,NO,8 weeks,0,26-Mar-21,0,1-Oct-12,VONK,YES,, ,SI,"Preserve_GTS Mx preservation program. 4"" manual WV removed, Last visit 12/29/2023",2238,0,,0.3
TN-N1,GTSN,Low,92,,,SU4,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Leak at actuator ESDV Flowline GTS-N, GTS choke move to TN-N5 and blind installed, valve annulus-B hard to operate (FULLY SHUT IN WELL), DHSV fail to operate by WIN, Last visit 12/02/2023",3237,0,,0
TN-N10,GTSN,Low,204,,,SU5,NO,8 weeks,0,Not yet survey,0,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/02/2023 (FULLY SHUT IN) (No internal at WHCP)",3590,0,,0
TN-N12,GTSN,Low,178,,,SU1,NO,8 weeks,0,Not yet survey,0,,,YES,, ,SI,"DHSV Rep_complete replace DHSV with plug, FULLY SHUT IN WELL. F/L DISCONNECTED PERMANENTLY (plugged), Last visit 01/01/2024",2401,0,,0
TN-N137,GTSN,Low,9.5,28-Oct-23,Sand Free,SU2,NO,8 weeks,0,23-Dec-23,0,20-Sep-14,,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024",2606,0,,1
TN-N14,GTSN,Low,38.5,31-Oct-22,Sand Free,SU4,NO,8 weeks,0,26-Dec-22,,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/23/2023",3185,0,,0
TN-N16,GTSN,Low,233,,,SU5,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Preserve_GTS N protection program (FULLY SHUT IN, LOWER MASTER CLOSED)  ESDV instr. Gas header 2"" to remote well depressurise and flowline well 8"" full water with biocide, 4"" manual valve removed, Last visit 12/11/2023",3394,0,,0
TN-N17,GTSN,Low,0,4-May-23,Sand Free,SU4,NO,8 weeks,0,29-Jun-23,,,CAM,YES,, ,SI,"Plug Ac_ Perform pulg well by Nesitor 01 completed, Last visit 12/16/2023",2927,0,,0
TN-N2,GTSN,Low,138,,,SU4,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Preserve_GTS N protection program (FULLY SHUT IN, LOWER MASTER CLOSED) ESDV instr. Gas header 2"" to remote well depressurise and flowline well 8"" full water with biocide, 4"" manual valve removed, Last visit 12/11/2023",3207,0,,0
TN-N20,GTSN,Low,9,24-Oct-23,Sand Free,SU5,NO,8 weeks,0,19-Dec-23,,,CAM,YES,, ,SI,"SIBU_Due to no flow ,  Last visit 12/24/2023 (AUTO SIBU)",3378,0,,0
TN-N21,GTSN,Low,149,,,SU3,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Flowline Disconected/ blind, FULLY SHUT IN, Last visit 12/16/2023",2892,0,,0
TN-N23,GTSN,Low,0,10-Dec-22,Sand Free,SU2,NO,8 weeks,0,4-Feb-23,,,CAM,YES,, ,SI,"Plug Ac_ Perform pulg well by Nesitor 01 completed, Last visit 12/16/2023",2424,0,,0
TN-N24,GTSN,Low,92,24-Oct-23,Sand Free,SU4,NO,8 weeks,0,19-Dec-23,,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/16/2023",3328,0,,0
TN-N25,GTSN,Low,0,30-Nov-22,Sand Free,SU3,NO,8 weeks,0,25-Jan-23,,,CAM,YES,, ,SI,"Plug Ac_ Perform pulg well by Nesitor 01 Completed, Last visit 12/16/2023",2801,0,,0
TN-N37,GTSN,Low,0.2,,,SU4,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Isolation_well plugged since 23 June 2015, FULLY SHUT IN WELL, Last visit 12/16/2023",3438,0,,0
TN-N41,GTSN,Low,9.1,30-Nov-22,Sand Free,SU3,NO,8 weeks,0,25-Jan-23,,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/24/2023 (AUTO SIBU) Replace sensor element WHPR recorder with range 0-200B and Re-Calibrated at Wellhead",2792,0,,0
TN-N5,GTSN,Low,110,1-May-21,Sand Free,SU4,NO,8 weeks,0,26-Jun-21,,,FMC,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/20/2023 (SSV wing leak at venting hole)",3046,0,,0
TN-N6,GTSN,Low,10,3-Sep-19,Sand Free,SU5,NO,8 weeks,0,29-Oct-19,,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/20/2023 (AUTO SIBU) (Flowline depresurize for drilling RIG)",3457,0,,0
TN-N66,GTSN,Low,18,6-Oct-22,Sand Free,Shallow,GP,8 weeks,0,1-Dec-22,,3-Nov-15,VONK,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/23/2023",779,0,,3.6
TN-N7,GTSN,Low,125,4-Feb-18,,SU4,NO,8 weeks,0,1-Apr-18,,,CAM,YES,, ,SI,"SIBU_Due to no flow (Flowline Disconected/ blind, FULLY SHUT IN), Last visit 12/20/2023, Continously venting from DHSV line",3394,0,,0
TN-N8,GTSN,Low,38,31-May-23,SandFree,SU4,NO,8 weeks,0,26-Jul-23,,,CAM,YES,, ,SI,SIBU_Due to no flow ; Last visit 12/24/2023 (AUTO SIBU) Replace sensor element WHPR recorder with range 0-200B and Re-Calibrated at Wellhead,3191,0,,0
TN-N9,GTSN,Low,9.2,31-May-23,SandFree,SU5,NO,8 weeks,0,26-Jul-23,,,FMC,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/25/2023 (Please Do not POP Flowline Depressurize)",3415,0,,0
TN-Nx39,GTSNx,Low,9.4,18-Nov-23,Sand Free,SU5,NO,8 weeks,0,13-Jan-24,,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024 (DBC Passing)",3343,0,,0
TN-Nx40,GTSNx,Low,125,,,SU2,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Sediment Wash_Sediment Wash by ELSA 01 (waiting for next program). Manual wing valve removed to TN-N47, Last visit 01/01/2024 ( Tubing of CI to skoflow Not available )",2412,0,,0
TN-Nx46,GTSNx,Low,9.3,23-Aug-23,Sand Free,SU2,NO,8 weeks,0,18-Oct-23,,,CAM,YES,, ,SI,"SIBU_Due to no flow, Last visit 01/01/2024 (AUTO CHOKE problem, possible 10% Opening), (skoflo pluged)",2715,0,,0
TN-Nx57,GTSNx,Low,62.9,5-Jun-21,Sand Free,SU4,NO,8 weeks,0,31-Jul-21,,,CAM,YES,, ,SI,"High Liquid_Shut in due to high produce liquid, Last visit 01/01/2024 (Emulsion Well),  Manual Valve to Test Header Hard to Operate",3199,0,,0
TN-P11,GTSP,Low,143.5,13-Mar-20,Sand Free,SU5,NO,8 weeks,0,8-May-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",4039,0,,0
TN-P12,GTSP,Low,189,13-Mar-20,Sand Free,SU5,NO,8 weeks,0,8-May-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3983,0,,0.2
TN-P13,GTSP,Low,59.5,22-Nov-19,Sand Free,SU5,NO,8 weeks,0,17-Jan-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3914,0,,0
TN-P14,GTSP,Low,79.6,6-Oct-19,Sand Free,SU5,NO,8 weeks,0,1-Dec-19,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023 (surfactant injection suspect leak at DHSV injector)",3694,0,,0
TN-P16,GTSP,Low,16.3,,,SU5,NO,8 weeks,0,Not yet survey,,,FMC,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023 (SSV act leaking)",3989,0,,0
TN-P17,GTSP,Low,45,18-Aug-18,,SU4,NO,8 weeks,0,13-Oct-18,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3659,0,,0
TN-P18,GTSP,Low,204,,,SU4,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023 (WELL FLOW LINE DISCONNECTED PERMANENTLY WELL PLUGGING)",3733,0,,0
TN-P19,GTSP,Low,144,25-Mar-20,Sand Free,SU4,NO,8 weeks,0,20-May-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3638,0,,0
TN-P20,GTSP,Low,135,5-Jan-20,Sand Free,SU4,NO,8 weeks,0,1-Mar-20,,13-Jul-10,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3678,0,,0
TN-P21,GTSP,Low,63.9,19-Feb-19,Sand Free,SU5,NO,8 weeks,0,16-Apr-19,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3948,0,,0
TN-P22,GTSP,Low,176.5,17-May-19,Sand Free,SU4,NO,8 weeks,0,12-Jul-19,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023 (Leaking from bonet of SSV Wing)",3588,0,,0
TN-P23.T2,GTSP,Low,108.5,5-Jan-19,Sand Free,SU5,NO,8 weeks,0,2-Mar-19,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN,Last visit 12/04/2023 (DHSV hold by De-Mineral water)",3715,0,,0.3
TN-P24,GTSP,Low,54.6,13-Nov-18,,SU5,NO,8 weeks,0,8-Jan-19,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023 (Isolation_remove PO spacer at TN-P24)",4080,0,,3.2
TN-P25,GTSP,Low,240,22-Nov-19,Sand Free,SU5,NO,8 weeks,0,17-Jan-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023 (Leak from actuator SSV wing)",4015,0,,0
TN-P26,GTSP,Low,170,25-Mar-20,Sand Free,SU5,NO,8 weeks,0,20-May-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3957,0,,0
TN-P27,GTSP,Low,135,2-Jun-20,Sand Free,SU4,NO,8 weeks,0,28-Jul-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3669,0,,0
TN-P3,GTSP,Low,381,,,SU5,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN,Last visit 12/04/2023 (F/L disconnected)",4078,0,,0
TN-P30.T1,GTSP,Low,130,2-Jun-20,Sand Free,SU5,NO,8 weeks,0,28-Jul-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3985,0,,2.3
TN-P31,GTSP,Low,12.5,14-Jun-20,Sand Free,SU5,NO,8 weeks,0,9-Aug-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3929,0,,0
TN-P4,GTSP,Low,22.6,,,SU4,NO,8 weeks,0,Not yet survey,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023 (DHSV PLUGGED)",3637,0,,0
TN-P43,GTSP,Low,71,18-Oct-18,,SU5,NO,8 weeks,0,13-Dec-18,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN,Last visit 12/04/2023 (F/L disconnected)",3711,0,,0.1
TN-P62,GTSP,Low,10,19-Feb-20,Sand Free,SU4,NO,8 weeks,0,15-Apr-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3670,0,,0
TN-P63,GTSP,Low,10,24-Mar-20,Sand Free,SU4,NO,8 weeks,0,19-May-20,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3630,0,,0
TN-P68,GTSP,Low,188,13-Mar-20,Sand Free,SU4,NO,8 weeks,0,8-May-20,,2-May-16,,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",3681,0,,
TN-P6-ST1,GTSP,Low,168,9-Jan-19,Sand Free,SU5,NO,8 weeks,0,6-Mar-19,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023 (DHSV cant hold yet d/t using swell ring on DHSV)",4069,0,,0
TN-P7,GTSP,Low,178.5,17-May-17,,SU5,NO,8 weeks,0,12-Jul-17,,,CAM,YES,, ,SI,"Preserve_GTS P preservation program, FULLY SHUT IN, Last visit 12/04/2023",4035,0,,0.1
TN-Q1,GTSQ,Low,21,11-Nov-18,,SU3,NO,8 weeks,0,6-Jan-19,,,CAM,YES,, ,SI,"SIBU_Due to no flow, (FULLY SHUT IN WELL) Last visit 12/30/2023",2687,0,,0
TN-Q126,GTSQ,Low,10,25-Nov-23,Sand Free,SU2,NO,8 weeks,0,20-Jan-24,,3-Apr-12,VONK,YES,, ,SI,"SIBU_Due to no flow, Last visit 12/30/2023 (AUTO SIBU)",2454,0,,1.7
